职位,职位诱惑,薪资,工作地点,工作经历,学历要求,工作种类,工作描述
高级Python开发工程师,"五险一金,外企,领导好,晋升快",20k-30k,上海,经验3-5年,本科及以上,全职,"【工作职责】：● 实现业务系统的后端服务，并和前端工程师紧密配合，确保系统按时上线并且功能完备;● 参与业务需求分析和产品设计，在初期就围绕业务目标，发挥自己的创造力和生产力；● 结合业务不断思考后端服务如何优化，如何拆分，如何提纯，让架构在思考和实践中不断进化；● 参与数据爬取、抓取清洗、数据ETL开发、报告总结；● 提取和分析公司内外部数据资源，挖掘原始数据中有价值的数据，钻研业务，能够更为深层次的理解业务数据，以促进产品提升；● 能够独立进行系统的部署与性能调试，从整体上考虑系统的性能、存储、调度等问题；● 配合产品经理完成数据分析需求和数据产品开发； 【岗位要求】：● 有扎实的python基础，熟悉Python性能调优的技术；● 熟悉Flask，Django，tornado, Sqlalchemy，pyspider, scrapy等常用框架和库；● 熟悉常规关系型数据库及部分非关系型数据库；● 熟悉各种后端服务，有折腾优化MySQL/mongo/redis/nginx的经验；● 熟悉信息检索、web挖掘等搜索引擎相关知识，有从事网络爬虫、网页解析、去重等相关数据工作的经验● 具有优良的代码习惯，重视代码质量，熟悉GitHub开发流程；● 工作态度认真，踏实，耐压，有责任感。勤于思考，对产品有想法。有良好的团队合作精神和沟通能力；● 对于技术有强烈的执着和追求，有很好的自学能力，善于学习和钻研最新研究成果、算法者优先；● 有相关的自然语言处理 / 数据挖掘 / 机器学习 / 广告竞价理论或计算学 / 优化理论 / 搜索引擎 / 推荐系统的研究和项目经验者优先。● 熟悉HTML、CSS等前端知识者优先；  我们将提供：- 最前沿的互联网大数据人工智能领军企业的成长机会；- 世界500强背景的管理团队乐于分享经验，帮助有理想、有热情的职场青年更上一层楼；- 以人为本的管理，舒适的外企办公环境；- 完备的新人起步支持计划以及丰富的能力培训/培养计划；- 完善的员工保险和休假。额外，我们还将为您和您的孩子提供商业保险；- 丰富多彩的团建活动和各种健身比赛（如：桌球、乒乓球、狼人杀、打农药等）；- 琳琅满目的零食、饮料，水果，您不用再担忧下班前会饿肚子了；- 工龄满4年的小伙伴，我们还会为您的父母每月发放1000元的赡养金。"
Python开发工程师,"五险一金,带薪年假,生日福利,年底福利",20k-30k,北京,经验3-5年,本科及以上,全职,"职位描述：1.参与Python项目后端功能评估；2.准时完成既定的开发任务和文档编写；3.配合需求变更开发实现新功能；4.及时响应修复项目中的bug；5.维护服务器端代码及数据管理。任职条件：1.正规院校全日制本科以上学历,计算机或数学相关专业毕业；2.3年以上互联网产品Python后台开发经验, 熟悉Django或Tornado框架；3.熟悉MySQL或Postgresql数据库, 有丰富的SQL优化经验；4.熟悉Redis,Mongodb, 有基于缓存, 任务队列等组件的开发经验；  5.有大规模RESTful服务和RPC服务开发经验，熟悉主流设计模式；6.扎实的计算机基础, 熟练掌握数据结构, 算法, 计算机网络, 操作系统等基础知识；7.熟悉Linux系统, 熟练使用Linux工具, Shell编程；8.有很强的学习能力, 压力承担能力及团队合作能力, 有主动性和上进心；9.优秀的学习能力，关注开源软件的发展，出色的学习与钻研能力，能够独立完成项目，良好的问题分析与解决能力。"
Python开发工程师,核心部门,15k-30k,北京,经验1-3年,本科及以上,全职,【岗位职责】1、试题内容资源后台开发。 【职位要求】1、计算机等相关专业；2、python服务端开发经验，熟悉linux环境下的开发；3、熟悉MVC架构，精通Tornado、Django、Flask等至少一个开发框架者优先； 4、熟悉常用数据结构及算法； 5、具备良好的编码习惯及开发文档书写习惯； 6、具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力。
Python开发工程师,"五险一金,带薪年假,年底旅游,腾讯背景",13k-15k,东莞,经验1-3年,本科及以上,全职,【岗位职责】1、负责提供DevOps管理平台在企业落地实施过程中的技术支持；2、负责IT资源管理、持续集成、持续交付、智能监控平台的个性化开发与维护；3、负责客户现场的需求沟通并完成技术方案设计；【岗位要求】1、计算机相关专业，1年以上IT运维或开发经历；2、熟悉Html、CSS、Javascript等前端开发技术；3、熟悉PHP/Python/Shell开发，熟悉设计模式、开发规范；4、熟悉类linux系统架构、Tcp/Ip协议，掌握常用linux命令；5、具有大数据、运维自动化研发经验的优先；6、可接受驻场要求；7、热爱软件研发工作，有强烈的创新精神并能付诸实施，能积极学习业界新技术；8、有责任心，优秀的团队合作精神，良好的沟通表达和需求抽象能力
高级Python开发工程师--抖...,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,25k-50k,上海,经验3-5年,本科及以上,全职,
python开发工程师,"交通补助,通讯住房补,节假日放假,晋升快",3k-6k,南阳,经验不限,大专及以上,全职,任职要求：1、大专以上学历，理工科专业，所含专业包括计算机、电子信息、软件工程、自动化2、精通python开发，对底层编写有一定经验。熟悉tornado、django、flask框架3、能够熟练操作mysql、mongodb、hbase等关系和非关系型数据库优先4、熟悉linux服务器者优先5、熟悉虚拟化技术者优先6、有两年及以上经验优先
Python开发工程师,"阿里投资,大数据,氛围好,职位晋升",13k-25k,杭州,经验1-3年,本科及以上,全职,岗位职责：1.负责Agent客户端的设计和开发工作2.开发管理网页抓取，数据清洗等的管控平台3.负责从用户操作界面到底层功能服务器的数据下发的整体设计；职位要求 ：1.本科及以上学历计算机相关专业；2.两年以上工作经验；3.精通Python语言，熟悉网络编程；4.熟悉Mysql，redis，mongdb，有过数据库调优和海量数据存储经验优先；；5.对数据挖掘和机器学习算法方面有一定了解;6.有互联网公司爬虫架构方面经验优先;7.有分布式计算经验的优先;
Python开发工程师,"核心业务,行业大牛,弹性作息,超多福利",12k-20k,北京,经验1-3年,本科及以上,全职,工作职责：	•	负责大数据分析平台研发；	•	负责企业内部业务系统研发；职位要求：	•	计算机科学或相关专业毕业；	•	能熟练使用Python语言进行日常开发工作；	•	能熟练使用MySQL，具备优秀的数据库设计能力；	•	熟悉Web开发相关协议、工具和技术，熟悉至少一个web开发框架；	•	熟悉互联爬虫原理，能熟练使用Scrapy等开源爬虫框架的一种	•	具有较强的沟通能力，分析和解决问题的能力，具备良好的团队合作精神和服务意识。满足以下一个或多个条件者优先考虑：	•	有Elasticsearch使用经验	•	具备前端开发能力，包括html/css/javascript等技术；	•	有开源项目经验。
Python研发工程师,"电竞类项目,融资速度快,高期权,腾讯系团队",13k-25k,深圳,经验1-3年,本科及以上,全职,"职位诱惑：1、公司目前已完成A轮千万级别融资，产品稳定；2、只要你有能力，入职2个月升职加薪不是问题；3、餐补、车补、加班补贴等统统都有；4、不定期团建，老板一言不合发红包；5、团队氛围好，技术大牛多，关键是还有程序媛；岗位职责1、负责开黑科技旗下“暴鸡电竞”app/web后端的研发工作；2、负责相关模块及服务器的日常维护。职位要求1、两年以上Python后端研发经验, 熟悉Django/Flask框架；2、熟悉Nginx，redis，MySQL 等常用工具库；3、了解Javascript、HTML、CSS；4、熟悉Linux平台环境的开发，掌握Linux常用命令；5、对新技术有强烈的探索欲望，责任心强，善于团队合作；6、有app研发经验优先；7、有Go语言开发经验优先。"
Python系统开发工程师,"团建活动,绩效奖金,弹性工作,节日礼金",25k-50k,深圳,经验3-5年,本科及以上,全职,"工作职责：1.设计实现高可用的模拟交易/实盘交易任务调度；2.设计实现基于DocKer/DocKerSwarm的回测/模拟盘/实盘/投研平台的安全解决方案；职位要求：1.计算机专业，三年以上相关工作经验，技术视野开阔，基础扎实；2.熟练使用Python/PHP/C++其中的至少两种工具；3.熟悉常用WEB技术，例如数据库、高可用、安全等,并有实际应用的丰富经验；4.带过技术团队，有良好的管理意识；"
高级Python开发工程师,"发展空间大,工作氛围好,知识分享",12k-20k,福州,经验3-5年,学历不限,全职,岗位职责:1、负责服务器配置、维护和优化、网络的安全监控、系统性能管理和优化、网络性能管理和优化；2、负责IT运维相关流程的规划、设计、推行、实施和持续改进；3、负责相关故障、疑难问题排查处理，编制汇总故障、问题，定期提交汇总报告；4、编写自动化相关项目。任职资格:1、有3年以上的开发经验；2、精通Linux系统的配置管理；3、精通Python/go等脚本语言，并且拥有开发项目的能力；4、熟悉Redis/MySQL/nginx/zabbix等；5、工作认真负责，学习力强、能够克服困难、有责任心、有团队协作意识；6、拥有自动化开发相关经验优先。
python高级开发工程师,"高成长团队,团队稳定,氛围好",10k-20k,广州,经验1-3年,本科及以上,全职,"岗位职责：1、负责公司量化交易平台的设计和开发维护2、负责封装C/C++底层类库，实现多语言混合开发3、不断提高团队的代码质量和工作效率，营造技术氛围 职位要求:1年以上Python经验，熟悉Django, Tornado, Flask框架中的至少一种，熟悉Web后端架构2、熟悉Linux平台环境的开发，掌握Linux常用命令 3、熟悉python网络编程，能够设计和维护基于TCP/IP协议的高性能事件驱动框架程序4、熟悉mysql、mongodb、redis等数据库使用 有下列经验的加分1、掌握scikit-learn等机器学习框架，并有相关经验加分2、有libevent、zeromq等实际项目经验加分我们将为您提供：0、终身快速科学上网服务（全球各地有SS节点）1、薪资：我们提供行业内有竞争力的薪酬；（BTW: 试用期是 100%薪资）2、奖金+提成：优秀的您可以共享公司的经营业绩，直接每月兑现公司总销售利润；3、基本保障福利：公司按照国家规定为员工实额缴纳社会保险；4、额外补充福利：* 晋升加薪类：每年有超过行业平均的加薪幅度；* 礼金礼品类: 过节费、各类礼金等；* 员工关怀类: “家人生日会“(程序猿/媛的生日可以更加丰富多彩的）* 团队建设类：团队月度“腐败”活动+“每天充足的零食”+设备补贴（以补贴一个15寸高配rMBP的价格来每月返还）* 年度旅游+自由度大+提升空间大+快速成长期，等等!来了你就知道！注意：此岗位为技术部直聘岗位，位置在番禺天安科技园，暂时都是每周六天班（高福利，高效率，创业文化）不过我们有另外一些措施也改善下大家的上班体验1. 给予超市场回报的薪水（也提供更快加速度的涨薪幅度）2. 周六下午尽可能以组织技术分享交流为主3. 相对弹性上下班，请假制度，不鼓励加班，倡导高效开发文化。"
python开发工程师,"朝阳行业,平台广阔,技术大牛,福利丰厚",15k-20k,北京,经验1-3年,本科及以上,全职,岗位职责：1、参与产品后台业务代码的设计与编写；2、编写技术文档，完成相应模块的设计、开发工作；3、基于产品需求，从技术角度提供产品优化建议。任职条件：1、熟悉Python语言，两年以上后台开发经验者优先；2、熟悉MySQL、flask、Django等框架，具有良好的文档编写能力；3、积极向上，具备良好的沟通能力和团队合作能力。
